class	name	inchi	left	right	agnostic	agnostic_inchi	left_inchi	right_inchi
http://purl.obolibrary.org/obo/CHEBI_77779	tetrindole mesylate	InChI=1S/C20H26N2.CH4O3S/c1-2-5-14(6-3-1)15-9-10-19-17(13-15)16-7-4-8-18-20(16)22(19)12-11-21-18;1-5(2,3)4/h9-10,13-14,18,21H,1-8,11-12H2;1H3,(H,2,3,4)						
http://purl.obolibrary.org/obo/CHEBI_77788	temafloxacin		http://purl.obolibrary.org/obo/CHEBI_77795	http://purl.obolibrary.org/obo/CHEBI_77794	http://purl.obolibrary.org/obo/CHEBI_77796	InChI=1S/C21H18F3N3O3/c1-11-9-26(5-4-25-11)19-8-18-13(7-16(19)24)20(28)14(21(29)30)10-27(18)17-3-2-12(22)6-15(17)23/h2-3,6-8,10-11,25H,4-5,9H2,1H3,(H,29,30)	InChI=1S/C21H18F3N3O3/c1-11-9-26(5-4-25-11)19-8-18-13(7-16(19)24)20(28)14(21(29)30)10-27(18)17-3-2-12(22)6-15(17)23/h2-3,6-8,10-11,25H,4-5,9H2,1H3,(H,29,30)/t11-/m0/s1	InChI=1S/C21H18F3N3O3/c1-11-9-26(5-4-25-11)19-8-18-13(7-16(19)24)20(28)14(21(29)30)10-27(18)17-3-2-12(22)6-15(17)23/h2-3,6-8,10-11,25H,4-5,9H2,1H3,(H,29,30)/t11-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_77789	tetrindole hydrochloride	InChI=1S/C20H26N2.ClH/c1-2-5-14(6-3-1)15-9-10-19-17(13-15)16-7-4-8-18-20(16)22(19)12-11-21-18;/h9-10,13-14,18,21H,1-8,11-12H2;1H						
http://purl.obolibrary.org/obo/CHEBI_77799	tetrindole		http://purl.obolibrary.org/obo/CHEBI_77815	http://purl.obolibrary.org/obo/CHEBI_77814	http://purl.obolibrary.org/obo/CHEBI_77813	InChI=1S/C20H26N2/c1-2-5-14(6-3-1)15-9-10-19-17(13-15)16-7-4-8-18-20(16)22(19)12-11-21-18/h9-10,13-14,18,21H,1-8,11-12H2	InChI=1S/C20H26N2/c1-2-5-14(6-3-1)15-9-10-19-17(13-15)16-7-4-8-18-20(16)22(19)12-11-21-18/h9-10,13-14,18,21H,1-8,11-12H2/t18-/m0/s1	InChI=1S/C20H26N2/c1-2-5-14(6-3-1)15-9-10-19-17(13-15)16-7-4-8-18-20(16)22(19)12-11-21-18/h9-10,13-14,18,21H,1-8,11-12H2/t18-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_77823	tilidine							
http://purl.obolibrary.org/obo/CHEBI_77829	rac-nortilidine							
http://purl.obolibrary.org/obo/CHEBI_78008	wiskostatin		http://purl.obolibrary.org/obo/CHEBI_78011	http://purl.obolibrary.org/obo/CHEBI_78010	http://purl.obolibrary.org/obo/CHEBI_78012	InChI=1S/C17H18Br2N2O/c1-20(2)9-13(22)10-21-16-5-3-11(18)7-14(16)15-8-12(19)4-6-17(15)21/h3-8,13,22H,9-10H2,1-2H3	InChI=1S/C17H18Br2N2O/c1-20(2)9-13(22)10-21-16-5-3-11(18)7-14(16)15-8-12(19)4-6-17(15)21/h3-8,13,22H,9-10H2,1-2H3/t13-/m0/s1	InChI=1S/C17H18Br2N2O/c1-20(2)9-13(22)10-21-16-5-3-11(18)7-14(16)15-8-12(19)4-6-17(15)21/h3-8,13,22H,9-10H2,1-2H3/t13-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_7819	oxamniquine		http://purl.obolibrary.org/obo/CHEBI_78418	http://purl.obolibrary.org/obo/CHEBI_78417	http://purl.obolibrary.org/obo/CHEBI_78416	InChI=1S/C14H21N3O3/c1-9(2)15-7-12-4-3-10-5-11(8-18)14(17(19)20)6-13(10)16-12/h5-6,9,12,15-16,18H,3-4,7-8H2,1-2H3	InChI=1S/C14H21N3O3/c1-9(2)15-7-12-4-3-10-5-11(8-18)14(17(19)20)6-13(10)16-12/h5-6,9,12,15-16,18H,3-4,7-8H2,1-2H3/t12-/m0/s1	InChI=1S/C14H21N3O3/c1-9(2)15-7-12-4-3-10-5-11(8-18)14(17(19)20)6-13(10)16-12/h5-6,9,12,15-16,18H,3-4,7-8H2,1-2H3/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_78319	rac-ethyl lactate							
http://purl.obolibrary.org/obo/CHEBI_78407	ethyl mandelate							
http://purl.obolibrary.org/obo/CHEBI_78649	edelfosine							
http://purl.obolibrary.org/obo/CHEBI_87548	fluxametamide		http://purl.obolibrary.org/obo/CHEBI_87554	http://purl.obolibrary.org/obo/CHEBI_87555	http://purl.obolibrary.org/obo/CHEBI_87552	InChI=1S/C20H16Cl2F3N3O3/c1-11-5-12(3-4-16(11)18(29)26-10-27-30-2)17-9-19(31-28-17,20(23,24)25)13-6-14(21)8-15(22)7-13/h3-8,10H,9H2,1-2H3,(H,26,27,29)	InChI=1S/C20H16Cl2F3N3O3/c1-11-5-12(3-4-16(11)18(29)26-10-27-30-2)17-9-19(31-28-17,20(23,24)25)13-6-14(21)8-15(22)7-13/h3-8,10H,9H2,1-2H3,(H,26,27,29)/t19-/m0/s1	InChI=1S/C20H16Cl2F3N3O3/c1-11-5-12(3-4-16(11)18(29)26-10-27-30-2)17-9-19(31-28-17,20(23,24)25)13-6-14(21)8-15(22)7-13/h3-8,10H,9H2,1-2H3,(H,26,27,29)/t19-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_87569	pydiflumetofen		http://purl.obolibrary.org/obo/CHEBI_87577	http://purl.obolibrary.org/obo/CHEBI_87578	http://purl.obolibrary.org/obo/CHEBI_87576	InChI=1S/C16H16Cl3F2N3O2/c1-8(4-10-12(18)5-9(17)6-13(10)19)24(26-3)16(25)11-7-23(2)22-14(11)15(20)21/h5-8,15H,4H2,1-3H3	InChI=1S/C16H16Cl3F2N3O2/c1-8(4-10-12(18)5-9(17)6-13(10)19)24(26-3)16(25)11-7-23(2)22-14(11)15(20)21/h5-8,15H,4H2,1-3H3/t8-/m0/s1	InChI=1S/C16H16Cl3F2N3O2/c1-8(4-10-12(18)5-9(17)6-13(10)19)24(26-3)16(25)11-7-23(2)22-14(11)15(20)21/h5-8,15H,4H2,1-3H3/t8-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_87681	ranolazine		http://purl.obolibrary.org/obo/CHEBI_87693	http://purl.obolibrary.org/obo/CHEBI_87696	http://purl.obolibrary.org/obo/CHEBI_87690	InChI=1S/C24H33N3O4/c1-18-7-6-8-19(2)24(18)25-23(29)16-27-13-11-26(12-14-27)15-20(28)17-31-22-10-5-4-9-21(22)30-3/h4-10,20,28H,11-17H2,1-3H3,(H,25,29)	InChI=1S/C24H33N3O4/c1-18-7-6-8-19(2)24(18)25-23(29)16-27-13-11-26(12-14-27)15-20(28)17-31-22-10-5-4-9-21(22)30-3/h4-10,20,28H,11-17H2,1-3H3,(H,25,29)/t20-/m0/s1	InChI=1S/C24H33N3O4/c1-18-7-6-8-19(2)24(18)25-23(29)16-27-13-11-26(12-14-27)15-20(28)17-31-22-10-5-4-9-21(22)30-3/h4-10,20,28H,11-17H2,1-3H3,(H,25,29)/t20-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_87697	prasugrel hydrochloride							
http://purl.obolibrary.org/obo/CHEBI_87715	prasugrel		http://purl.obolibrary.org/obo/CHEBI_87724	http://purl.obolibrary.org/obo/CHEBI_87725	http://purl.obolibrary.org/obo/CHEBI_87723	InChI=1S/C20H20FNO3S/c1-12(23)25-18-10-14-11-22(9-8-17(14)26-18)19(20(24)13-6-7-13)15-4-2-3-5-16(15)21/h2-5,10,13,19H,6-9,11H2,1H3	InChI=1S/C20H20FNO3S/c1-12(23)25-18-10-14-11-22(9-8-17(14)26-18)19(20(24)13-6-7-13)15-4-2-3-5-16(15)21/h2-5,10,13,19H,6-9,11H2,1H3/t19-/m0/s1	InChI=1S/C20H20FNO3S/c1-12(23)25-18-10-14-11-22(9-8-17(14)26-18)19(20(24)13-6-7-13)15-4-2-3-5-16(15)21/h2-5,10,13,19H,6-9,11H2,1H3/t19-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_88302	lorglumide sodium							
http://purl.obolibrary.org/obo/CHEBI_88305	lorglumide							
http://purl.obolibrary.org/obo/CHEBI_88312	nefopam hydrochloride							
http://purl.obolibrary.org/obo/CHEBI_88316	nefopam							
http://purl.obolibrary.org/obo/CHEBI_8872	ritodrine							
http://purl.obolibrary.org/obo/CHEBI_9948	Verapamil							
http://purl.obolibrary.org/obo/CHEBI_9948	verapamil							
http://purl.obolibrary.org/obo/CHEBI_9948	verapamil							
http://purl.obolibrary.org/obo/CHEBI_149424	rac-GR24	InChI=1S/2C17H14O5/c2*1-9-6-14(21-16(9)18)20-8-13-12-7-10-4-2-3-5-11(10)15(12)22-17(13)19/h2*2-6,8,12,14-15H,7H2,1H3/b2*13-8+/t2*12-,14-,15-/m10/s1						
http://purl.obolibrary.org/obo/CHEBI_149441	cyclaniliprole		http://purl.obolibrary.org/obo/CHEBI_149444	http://purl.obolibrary.org/obo/CHEBI_149443	http://purl.obolibrary.org/obo/CHEBI_149445	InChI=1S/C21H17Br2Cl2N5O2/c1-10(11-4-5-11)27-20(31)13-7-12(24)8-14(22)18(13)28-21(32)16-9-17(23)29-30(16)19-15(25)3-2-6-26-19/h2-3,6-11H,4-5H2,1H3,(H,27,31)(H,28,32)	InChI=1S/C21H17Br2Cl2N5O2/c1-10(11-4-5-11)27-20(31)13-7-12(24)8-14(22)18(13)28-21(32)16-9-17(23)29-30(16)19-15(25)3-2-6-26-19/h2-3,6-11H,4-5H2,1H3,(H,27,31)(H,28,32)/t10-/m0/s1	InChI=1S/C21H17Br2Cl2N5O2/c1-10(11-4-5-11)27-20(31)13-7-12(24)8-14(22)18(13)28-21(32)16-9-17(23)29-30(16)19-15(25)3-2-6-26-19/h2-3,6-11H,4-5H2,1H3,(H,27,31)(H,28,32)/t10-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_149583	flufenprox		http://purl.obolibrary.org/obo/CHEBI_149763	http://purl.obolibrary.org/obo/CHEBI_149762	http://purl.obolibrary.org/obo/CHEBI_149764	InChI=1S/C24H22ClF3O3/c1-2-30-20-10-6-18(7-11-20)23(24(26,27)28)16-29-15-17-4-3-5-22(14-17)31-21-12-8-19(25)9-13-21/h3-14,23H,2,15-16H2,1H3	InChI=1S/C24H22ClF3O3/c1-2-30-20-10-6-18(7-11-20)23(24(26,27)28)16-29-15-17-4-3-5-22(14-17)31-21-12-8-19(25)9-13-21/h3-14,23H,2,15-16H2,1H3/t23-/m1/s1	InChI=1S/C24H22ClF3O3/c1-2-30-20-10-6-18(7-11-20)23(24(26,27)28)16-29-15-17-4-3-5-22(14-17)31-21-12-8-19(25)9-13-21/h3-14,23H,2,15-16H2,1H3/t23-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_10033	warfarin		http://purl.obolibrary.org/obo/CHEBI_87738	http://purl.obolibrary.org/obo/CHEBI_87737	http://purl.obolibrary.org/obo/CHEBI_87732	InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3	InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3/t15-/m0/s1	InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3/t15-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_10033	Warfarin		http://purl.obolibrary.org/obo/CHEBI_87738	http://purl.obolibrary.org/obo/CHEBI_87737	http://purl.obolibrary.org/obo/CHEBI_87732	InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3	InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3/t15-/m0/s1	InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3/t15-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_10034	warfarin sodium							
http://purl.obolibrary.org/obo/CHEBI_101854	talarozole		http://purl.obolibrary.org/obo/CHEBI_102131	http://purl.obolibrary.org/obo/CHEBI_102030	http://purl.obolibrary.org/obo/CHEBI_102167	InChI=1S/C21H23N5S/c1-3-15(4-2)20(26-14-22-13-23-26)16-9-11-17(12-10-16)24-21-25-18-7-5-6-8-19(18)27-21/h5-15,20H,3-4H2,1-2H3,(H,24,25)	InChI=1S/C21H23N5S/c1-3-15(4-2)20(26-14-22-13-23-26)16-9-11-17(12-10-16)24-21-25-18-7-5-6-8-19(18)27-21/h5-15,20H,3-4H2,1-2H3,(H,24,25)/t20-/m0/s1	InChI=1S/C21H23N5S/c1-3-15(4-2)20(26-14-22-13-23-26)16-9-11-17(12-10-16)24-21-25-18-7-5-6-8-19(18)27-21/h5-15,20H,3-4H2,1-2H3,(H,24,25)/t20-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_50393	warfarin(1-)							
http://purl.obolibrary.org/obo/CHEBI_126238	DL-phenylalanine betaine							
http://purl.obolibrary.org/obo/CHEBI_126599	DL-tyrosine betaine							
http://purl.obolibrary.org/obo/CHEBI_127177	DL-O,2,3-trimethyltyrosine							
http://purl.obolibrary.org/obo/CHEBI_18723	Nicotine		http://purl.obolibrary.org/obo/CHEBI_17688	http://purl.obolibrary.org/obo/CHEBI_39162	http://purl.obolibrary.org/obo/CHEBI_138000	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_18723	nicotine		http://purl.obolibrary.org/obo/CHEBI_17688	http://purl.obolibrary.org/obo/CHEBI_39162	http://purl.obolibrary.org/obo/CHEBI_138000	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_18723	nicotine		http://purl.obolibrary.org/obo/CHEBI_17688	http://purl.obolibrary.org/obo/CHEBI_39162	http://purl.obolibrary.org/obo/CHEBI_138000	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_3090	bicalutamide		http://purl.obolibrary.org/obo/CHEBI_144094	http://purl.obolibrary.org/obo/CHEBI_39589	http://purl.obolibrary.org/obo/CHEBI_144093	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)/t17-/m1/s1	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)/t17-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_3090	bicalutamide		http://purl.obolibrary.org/obo/CHEBI_144094	http://purl.obolibrary.org/obo/CHEBI_39589	http://purl.obolibrary.org/obo/CHEBI_144093	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)/t17-/m1/s1	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)/t17-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_3090	bicalutamide		http://purl.obolibrary.org/obo/CHEBI_144094	http://purl.obolibrary.org/obo/CHEBI_39589	http://purl.obolibrary.org/obo/CHEBI_144093	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)/t17-/m1/s1	InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)/t17-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_31261	benproperine trihydrogen phosphate							
http://purl.obolibrary.org/obo/CHEBI_31286	bifonazole		http://purl.obolibrary.org/obo/CHEBI_78694	http://purl.obolibrary.org/obo/CHEBI_78693	http://purl.obolibrary.org/obo/CHEBI_78692	InChI=1S/C22H18N2/c1-3-7-18(8-4-1)19-11-13-21(14-12-19)22(24-16-15-23-17-24)20-9-5-2-6-10-20/h1-17,22H	InChI=1S/C22H18N2/c1-3-7-18(8-4-1)19-11-13-21(14-12-19)22(24-16-15-23-17-24)20-9-5-2-6-10-20/h1-17,22H/t22-/m0/s1	InChI=1S/C22H18N2/c1-3-7-18(8-4-1)19-11-13-21(14-12-19)22(24-16-15-23-17-24)20-9-5-2-6-10-20/h1-17,22H/t22-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_31286	bifonazole		http://purl.obolibrary.org/obo/CHEBI_78694	http://purl.obolibrary.org/obo/CHEBI_78693	http://purl.obolibrary.org/obo/CHEBI_78692	InChI=1S/C22H18N2/c1-3-7-18(8-4-1)19-11-13-21(14-12-19)22(24-16-15-23-17-24)20-9-5-2-6-10-20/h1-17,22H	InChI=1S/C22H18N2/c1-3-7-18(8-4-1)19-11-13-21(14-12-19)22(24-16-15-23-17-24)20-9-5-2-6-10-20/h1-17,22H/t22-/m0/s1	InChI=1S/C22H18N2/c1-3-7-18(8-4-1)19-11-13-21(14-12-19)22(24-16-15-23-17-24)20-9-5-2-6-10-20/h1-17,22H/t22-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_31304	bromisoval		http://purl.obolibrary.org/obo/CHEBI_77045	http://purl.obolibrary.org/obo/CHEBI_77044	http://purl.obolibrary.org/obo/CHEBI_77043	InChI=1S/C6H11BrN2O2/c1-3(2)4(7)5(10)9-6(8)11/h3-4H,1-2H3,(H3,8,9,10,11)	InChI=1S/C6H11BrN2O2/c1-3(2)4(7)5(10)9-6(8)11/h3-4H,1-2H3,(H3,8,9,10,11)/t4-/m0/s1	InChI=1S/C6H11BrN2O2/c1-3(2)4(7)5(10)9-6(8)11/h3-4H,1-2H3,(H3,8,9,10,11)/t4-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_31322	bupivacaine hydrochloride (anhydrous)	InChI=1S/C18H28N2O.ClH/c1-4-5-12-20-13-7-6-11-16(20)18(21)19-17-14(2)9-8-10-15(17)3;/h8-10,16H,4-7,11-13H2,1-3H3,(H,19,21);1H						
http://purl.obolibrary.org/obo/CHEBI_31728	isoconazole nitrate							
http://purl.obolibrary.org/obo/CHEBI_3177	bromacil		http://purl.obolibrary.org/obo/CHEBI_83660	http://purl.obolibrary.org/obo/CHEBI_83659	http://purl.obolibrary.org/obo/CHEBI_83658	InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)	InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)/t5-/m0/s1	InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)/t5-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_3177	bromacil		http://purl.obolibrary.org/obo/CHEBI_83660	http://purl.obolibrary.org/obo/CHEBI_83659	http://purl.obolibrary.org/obo/CHEBI_83658	InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)	InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)/t5-/m0/s1	InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)/t5-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_31859	modafinil							
http://purl.obolibrary.org/obo/CHEBI_31866	mosapramine dihydrochloride	InChI=1S/C28H35ClN4O.2ClH/c29-23-12-11-22-10-9-21-6-1-2-7-24(21)32(25(22)20-23)16-5-15-31-18-13-28(14-19-31)27(34)30-26-8-3-4-17-33(26)28;;/h1-2,6-7,11-12,20,26H,3-5,8-10,13-19H2,(H,30,34);2*1H						
http://purl.obolibrary.org/obo/CHEBI_31899	nemonapride							
http://purl.obolibrary.org/obo/CHEBI_32058	proglumide	InChI=1S/C18H26N2O4/c1-3-12-20(13-4-2)18(24)15(10-11-16(21)22)19-17(23)14-8-6-5-7-9-14/h5-9,15H,3-4,10-13H2,1-2H3,(H,19,23)(H,21,22)	http://purl.obolibrary.org/obo/CHEBI_76268	http://purl.obolibrary.org/obo/CHEBI_76267	http://purl.obolibrary.org/obo/CHEBI_76266	InChI=1S/C18H26N2O4/c1-3-12-20(13-4-2)18(24)15(10-11-16(21)22)19-17(23)14-8-6-5-7-9-14/h5-9,15H,3-4,10-13H2,1-2H3,(H,19,23)(H,21,22)	InChI=1S/C18H26N2O4/c1-3-12-20(13-4-2)18(24)15(10-11-16(21)22)19-17(23)14-8-6-5-7-9-14/h5-9,15H,3-4,10-13H2,1-2H3,(H,19,23)(H,21,22)/t15-/m0/s1	InChI=1S/C18H26N2O4/c1-3-12-20(13-4-2)18(24)15(10-11-16(21)22)19-17(23)14-8-6-5-7-9-14/h5-9,15H,3-4,10-13H2,1-2H3,(H,19,23)(H,21,22)/t15-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_32248	tosufloxacin tosylate hydrate	InChI=1S/C19H15F3N4O3.C7H8O3S.H2O/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25;1-6-2-4-7(5-3-6)11(8,9)10;/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29);2-5H,1H3,(H,8,9,10);1H2						
http://purl.obolibrary.org/obo/CHEBI_32250	tramadol hydrochloride							
http://purl.obolibrary.org/obo/CHEBI_32292	vedaprofen		http://purl.obolibrary.org/obo/CHEBI_76286	http://purl.obolibrary.org/obo/CHEBI_76285	http://purl.obolibrary.org/obo/CHEBI_76284	InChI=1S/C19H22O2/c1-13(19(20)21)15-11-12-16(14-7-3-2-4-8-14)18-10-6-5-9-17(15)18/h5-6,9-14H,2-4,7-8H2,1H3,(H,20,21)	InChI=1S/C19H22O2/c1-13(19(20)21)15-11-12-16(14-7-3-2-4-8-14)18-10-6-5-9-17(15)18/h5-6,9-14H,2-4,7-8H2,1H3,(H,20,21)/t13-/m0/s1	InChI=1S/C19H22O2/c1-13(19(20)21)15-11-12-16(14-7-3-2-4-8-14)18-10-6-5-9-17(15)18/h5-6,9-14H,2-4,7-8H2,1H3,(H,20,21)/t13-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_32301	warfarin potassium							
http://purl.obolibrary.org/obo/CHEBI_63111	formoterol(1+)							
http://purl.obolibrary.org/obo/CHEBI_75736	tramadol(1+)							
http://purl.obolibrary.org/obo/CHEBI_75736	tramadol(1+)							
http://purl.obolibrary.org/obo/CHEBI_77455	bupivacaine(1+)	InChI=1S/C18H28N2O/c1-4-5-12-20-13-7-6-11-16(20)18(21)19-17-14(2)9-8-10-15(17)3/h8-10,16H,4-7,11-13H2,1-3H3,(H,19,21)/p+1						
http://purl.obolibrary.org/obo/CHEBI_77605	tosufloxacin tosylate	InChI=1S/C19H15F3N4O3.C7H8O3S/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25;1-6-2-4-7(5-3-6)11(8,9)10/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29);2-5H,1H3,(H,8,9,10)						
http://purl.obolibrary.org/obo/CHEBI_3415	carfentrazone		http://purl.obolibrary.org/obo/CHEBI_138242	http://purl.obolibrary.org/obo/CHEBI_138241	http://purl.obolibrary.org/obo/CHEBI_138240	InChI=1S/C13H10Cl2F3N3O3/c1-5-19-21(13(24)20(5)12(17)18)10-3-6(2-8(15)11(22)23)7(14)4-9(10)16/h3-4,8,12H,2H2,1H3,(H,22,23)	InChI=1S/C13H10Cl2F3N3O3/c1-5-19-21(13(24)20(5)12(17)18)10-3-6(2-8(15)11(22)23)7(14)4-9(10)16/h3-4,8,12H,2H2,1H3,(H,22,23)/t8-/m0/s1	InChI=1S/C13H10Cl2F3N3O3/c1-5-19-21(13(24)20(5)12(17)18)10-3-6(2-8(15)11(22)23)7(14)4-9(10)16/h3-4,8,12H,2H2,1H3,(H,22,23)/t8-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_3416	carfentrazone-ethyl		http://purl.obolibrary.org/obo/CHEBI_138246	http://purl.obolibrary.org/obo/CHEBI_138245	http://purl.obolibrary.org/obo/CHEBI_138244	InChI=1S/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3	InChI=1S/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3/t10-/m0/s1	InChI=1S/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3/t10-/m1/s1
